updated mean std
2801 168.4 21.193709758636718
2851 205.86666666666667 22.13554205846837
2901 209.2 24.290464521426234
2951 234.53333333333333 30.741647465431793
3001 206.26666666666668 32.650608297889676
3051 205.93333333333334 48.865075008185094
3101 227.53333333333333 25.505206440167377
3151 230.8 37.612409299768785
3201 239.13333333333333 35.04447967306057
3251 246.33333333333334 43.92822428563314
3301 229.13333333333333 32.072556631626504
3351 248.06666666666666 32.7993224862276
3401 237.06666666666666 32.91497464005639
3450 185.66666666666666 12.92370775831078
3501 191.13333333333333 32.292138706227284
3551 193.53333333333333 30.75032068486802
3601 179.66666666666666 29.08531511872539
3651 188.53333333333333 26.99102731567577
3701 249.2 37.635444286824445
3750 243.13333333333333 34.66769229252055
3801 219.73333333333332 45.67926833428437
3851 255.8 34.0376262392077
3901 247.6 37.32345107301842
3951 186.26666666666668 21.7821537553618
4001 198.2 30.126842958840985
4051 256 45.924575846344695
4101 206.86666666666667 25.255670430398176
4151 249.4 28.834701316295963
4201 240.06666666666666 35.65289453731476
4251 216 61.78241389478617
4301 251.8 30.318751073661772
4351 232.13333333333333 30.179168680104866
4401 271.06666666666666 91.81028748941422
4451 251.53333333333333 33.420286586975216
4501 188.86666666666667 32.1057973304234
4551 238.6 34.140494040557364
4601 352.8666666666667 70.18724163898229
4651 485.46666666666664 277.453868037353
4701 218.26666666666668 18.620657584760234
4751 209.73333333333332 15.985270998293679
4801 199.2 23.31294347210007
4851 210.86666666666667 27.72211311490442
4901 229.86666666666667 43.522969669921295
4951 229.13333333333333 32.98457551981262
5001 232.4 36.40476159332274
5051 185.33333333333334 22.96857756926962
5101 297.26666666666665 92.33667863975953
5151 208 25.531679667947166
5201 209.4 19.12694434560837
5251 191.06666666666666 29.56454332849101
5301 272.3333333333333 40.16742737868859
5351 251.8 36.142680217899354
5401 265.46666666666664 52.26071394673271
5450 181.8 6.035450825470013
5501 213.2 28.902595039200197
5551 263.26666666666665 31.305945477212827
5601 184.53333333333333 12.695756071310688
5651 193.93333333333334 12.556361822686627
5701 228.26666666666668 33.97541594872517
5751 224.33333333333334 35.381099788195144
5801 232.86666666666667 28.165857976556577
5851 249.13333333333333 48.220143324364166
5901 212.66666666666666 34.97935899291974
5951 251.53333333333333 34.79629609918594
6001 214.46666666666667 10.307710167097682
6051 187.26666666666668 3.255081497528988
6100 232.73333333333332 38.8869586822569
6151 189.66666666666666 6.117370531709047
6201 195.53333333333333 11.649701951361484
6251 188.93333333333334 11.168208848731693
6301 243.53333333333333 43.20010288053593
6351 191.33333333333334 8.178562764256865
6401 261.73333333333335 26.994978957000296
6451 270.53333333333336 36.765684483707844
6501 233.46666666666667 33.38436094274616
6551 222.06666666666666 32.169274505686666
6601 235.26666666666668 30.610383133106247
6651 197.33333333333334 31.594654962860762
6700 216.73333333333332 26.68199559419964
6751 243.33333333333334 33.9247533357118
6801 226.26666666666668 19.941469911273398
6851 214.06666666666666 17.214206019706193
6901 232.26666666666668 41.29320632850988
6951 249.26666666666668 37.09171815318826
7001 234.13333333333333 35.01783672485907
7051 266.73333333333335 34.60533035370258
7101 210.33333333333334 17.21110752456745
7151 260.2 40.929532939757166
7201 204.46666666666667 31.25991398296263
7251 225.26666666666668 17.864178931282815
7301 264.8 33.25096489828027
7350 196.2 9.689857240090452
7401 195.13333333333333 8.950729330929159
7451 245.13333333333333 36.71306155701114
7501 236.2 44.80059523414096
7551 274.46666666666664 30.545848963302504
7601 281.6 32.45674044016127
7651 256.4 38.22180878329369
7701 213.53333333333333 23.801587248659608
7751 259.3333333333333 42.49967320135794
7801 276 33.54797559714545
7851 279.8 45.472629130060206
7901 213.26666666666668 33.235456301299
7950 275.4 26.21399117519752
8001 229.26666666666668 38.252610658910875
8051 254.6 41.70979101681842
8101 220.4 25.075353104858426
8151 215.8 18.723247581549522
8201 267.93333333333334 40.51578567532523
8251 276.73333333333335 29.272209042404405
8301 275.53333333333336 27.16828216055545
8351 273.93333333333334 32.77492266284629
8401 262.93333333333334 33.99307118941872
8451 256.2 32.056616581708475
8501 278.6666666666667 32.41947288624882
8551 273.73333333333335 34.081210202821275
8601 267.93333333333334 31.940500239594797
8651 248.8 42.1191959404102
8701 198.46666666666667 6.195338749594103
8751 198.53333333333333 8.609039177257563
8801 275.6666666666667 29.56499431572563
8851 334.8 61.88720923314176
8901 275.8666666666667 33.055239961145176
8951 266.26666666666665 35.153883932725776
9001 274.6666666666667 28.210321200266797
9051 238.73333333333332 37.36034736931063
9101 225.93333333333334 26.496456786186002
9151 233.46666666666667 29.91513923677367
9201 225.26666666666668 32.93522261787354
9251 285.73333333333335 31.99472178691701
9301 264.93333333333334 33.445411577009416
9351 273.6 45.08037266926706
9401 284.93333333333334 40.31123361490635
9451 285.26666666666665 45.64276746892351
9501 300 26.08958923913266
9551 265.26666666666665 34.022476230998954
9601 269.8666666666667 84.0871505575548
9651 263.06666666666666 38.055164637083834
9701 262 33.69668628614195
9751 286.8 40.91487097213759
9801 276.1333333333333 26.75784412508269
9851 231.53333333333333 21.010685112315805
9901 285.46666666666664 51.414481314984485
9951 247.46666666666667 29.035304181098034
