updated mean std
1 147.8 11.663047057551756
6 150.73333333333332 9.34142506378027
11 174.86666666666667 25.104758291783828
16 178.2 23.738014519612488
21 172.26666666666668 30.67347750455142
26 150.53333333333333 20.135761442987175
31 156.53333333333333 24.262087480035365
36 201.26666666666668 42.36424068585307
41 167.93333333333334 24.756054253903674
46 162.8 21.510307606664608
51 174 27.691153822114384
55 177.33333333333334 24.08226641235321
61 159.6 22.03270296627266
66 174.8 19.637379322777942
71 175.06666666666666 37.45302242661984
76 168.6 25.85033848907979
81 157.2 31.916975629488036
86 159.86666666666667 15.063716525331841
91 149.8 7.959899496852959
96 173.86666666666667 24.643773159878656
100 188.66666666666666 21.539627563065142
151 161.46666666666667 19.269549957265625
201 176.4 20.655265672462313
251 178.26666666666668 23.43634404556782
301 198.06666666666666 38.59441525517506
351 177.66666666666666 20.138409955990955
401 186.33333333333334 20.47980034624904
451 176.53333333333333 19.585255224842545
501 176.06666666666666 23.29654242347754
551 181.73333333333332 19.062936698094433
601 159.06666666666666 25.15675301429464
651 149.06666666666666 8.902933349308093
701 150.66666666666666 4.407065034943576
751 162.86666666666667 12.77949746881917
801 155.33333333333334 6.808491430232953
851 151.06666666666666 7.628601153262343
901 172.86666666666667 23.982956911569975
951 183.8 29.42379989056478
1001 186.6 36.94283872868101
1051 171.46666666666667 27.83491013497658
1101 186.13333333333333 15.504264646290782
1151 158.86666666666667 14.193269140296355
1201 149.4 2.3888630489558556
1251 162.46666666666667 12.763837806692608
1301 150.93333333333334 5.1699989254243475
1351 162.13333333333333 8.204605752597473
1401 171.2 31.046631593996366
1451 157.13333333333333 3.703451843288307
1500 194.86666666666667 16.74461770904974
1551 201.53333333333333 32.0205489577483
1601 184.06666666666666 28.965419996187787
1650 207.6 33.83055817846739
1701 196.13333333333333 20.224957080025877
1751 216.6 48.70838394636663
1801 212.66666666666666 32.69794420992787
1851 211.66666666666666 24.291745282891654
1901 163 20.67849124090053
1951 164.06666666666666 21.873779331021474
2001 223.06666666666666 17.349223485665156
2051 188.46666666666667 17.670565607497938
2101 157.2 3.8505410875183066
2151 164.8 5.3814496188294845
2201 163.53333333333333 6.30202789231812
2251 166.13333333333333 12.836752791193813
2301 166.66666666666666 3.944053188733077
2351 313.6 96.53103128010184
2401 202.46666666666667 24.467302444055598
2451 208.86666666666667 24.33068478736721
2500 250.46666666666667 33.71422383637044
2551 183.8 24.282229441850408
2601 227.53333333333333 34.136718582130236
2651 188.66666666666666 24.05179595973841
2701 180.66666666666666 27.95869969953697
2751 229.93333333333334 27.019663621559435
